name,age
User30001,10
User30002,10
User30003,51
User30004,97
User30005,98
User30006,61
User30007,44
User30008,75
User30009,29
User30010,40
User30011,33
User30012,59
User30013,27
User30014,65
User30015,58
User30016,50
User30017,7
User30018,95
User30019,77
User30020,30
User30021,32
User30022,94
User30023,50
User30024,61
User30025,98
User30026,60
User30027,30
User30028,36
User30029,88
User30030,43
User30031,23
User30032,98
User30033,54
User30034,75
User30035,96
User30036,53
User30037,36
User30038,40
User30039,28
User30040,66
User30041,81
User30042,62
User30043,25
User30044,8
User30045,28
User30046,83
User30047,58
User30048,35
User30049,79
User30050,36
User30051,66
User30052,12
User30053,31
User30054,17
User30055,74
User30056,30
User30057,77
User30058,4
User30059,66
User30060,66
User30061,48
User30062,89
User30063,65
User30064,3
User30065,64
User30066,61
User30067,56
User30068,1
User30069,2
User30070,84
User30071,67
User30072,83
User30073,47
User30074,93
User30075,92
User30076,75
User30077,77
User30078,50
User30079,11
User30080,57
User30081,87
User30082,77
User30083,69
User30084,18
User30085,94
User30086,44
User30087,49
User30088,72
User30089,48
User30090,15
User30091,38
User30092,97
User30093,5
User30094,3
User30095,0
User30096,70
User30097,65
User30098,57
User30099,72
User30100,67
User30101,42
User30102,40
User30103,51
User30104,89
User30105,33
User30106,43
User30107,64
User30108,10
User30109,94
User30110,75
User30111,67
User30112,82
User30113,53
User30114,37
User30115,1
User30116,48
User30117,81
User30118,50
User30119,20
User30120,30
User30121,65
User30122,59
User30123,27
User30124,71
User30125,62
User30126,28
User30127,41
User30128,27
User30129,86
User30130,13
User30131,95
User30132,28
User30133,53
User30134,47
User30135,18
User30136,87
User30137,90
User30138,82
User30139,98
User30140,85
User30141,58
User30142,65
User30143,67
User30144,11
User30145,3
User30146,69
User30147,60
User30148,84
User30149,19
User30150,81
User30151,15
User30152,85
User30153,40
User30154,43
User30155,56
User30156,3
User30157,72
User30158,98
User30159,31
User30160,58
User30161,12
User30162,26
User30163,87
User30164,65
User30165,73
User30166,5
User30167,53
User30168,64
User30169,87
User30170,51
User30171,50
User30172,46
User30173,17
User30174,18
User30175,58
User30176,20
User30177,87
User30178,18
User30179,5
User30180,6
User30181,99
User30182,20
User30183,92
User30184,39
User30185,64
User30186,48
User30187,42
User30188,36
User30189,46
User30190,73
User30191,94
User30192,58
User30193,0
User30194,81
User30195,24
User30196,74
User30197,86
User30198,77
User30199,39
User30200,74
User30201,29
User30202,89
User30203,21
User30204,46
User30205,8
User30206,79
User30207,67
User30208,95
User30209,97
User30210,72
User30211,2
User30212,97
User30213,93
User30214,95
User30215,36
User30216,57
User30217,43
User30218,79
User30219,93
User30220,90
User30221,53
User30222,88
User30223,48
User30224,53
User30225,70
User30226,73
User30227,28
User30228,56
User30229,51
User30230,67
User30231,31
User30232,80
User30233,57
User30234,52
User30235,26
User30236,65
User30237,32
User30238,94
User30239,61
User30240,29
User30241,66
User30242,64
User30243,26
User30244,60
User30245,59
User30246,63
User30247,18
User30248,2
User30249,43
User30250,12
User30251,93
User30252,96
User30253,0
User30254,41
User30255,50
User30256,70
User30257,15
User30258,78
User30259,27
User30260,66
User30261,46
User30262,59
User30263,46
User30264,3
User30265,12
User30266,73
User30267,69
User30268,44
User30269,67
User30270,30
User30271,74
User30272,34
User30273,95
User30274,0
User30275,94
User30276,54
User30277,64
User30278,13
User30279,57
User30280,7
User30281,25
User30282,50
User30283,4
User30284,25
User30285,92
User30286,55
User30287,96
User30288,7
User30289,34
User30290,23
User30291,74
