name,age
User80001,70
User80002,88
User80003,87
User80004,54
User80005,20
User80006,7
User80007,46
User80008,83
User80009,41
User80010,0
User80011,56
User80012,7
User80013,40
User80014,57
User80015,42
User80016,41
User80017,58
User80018,61
User80019,75
User80020,60
User80021,75
User80022,16
User80023,39
User80024,26
User80025,79
User80026,41
User80027,22
User80028,36
User80029,40
User80030,12
User80031,71
User80032,10
User80033,1
User80034,59
User80035,64
User80036,21
User80037,66
User80038,10
User80039,4
User80040,8
User80041,11
User80042,60
User80043,15
User80044,52
User80045,18
User80046,58
User80047,93
User80048,77
User80049,19
User80050,69
User80051,38
User80052,94
User80053,86
User80054,77
User80055,21
User80056,65
User80057,18
User80058,43
User80059,1
User80060,59
User80061,55
User80062,73
User80063,70
User80064,57
User80065,33
User80066,34
User80067,78
User80068,99
User80069,45
User80070,83
User80071,7
User80072,57
User80073,44
User80074,23
User80075,10
User80076,63
User80077,82
User80078,3
User80079,40
User80080,2
User80081,73
User80082,78
User80083,97
User80084,59
User80085,55
User80086,18
User80087,24
User80088,74
User80089,61
User80090,26
User80091,34
User80092,17
User80093,0
User80094,4
User80095,75
User80096,33
User80097,39
User80098,53
User80099,33
User80100,84
User80101,36
User80102,41
User80103,42
User80104,81
User80105,64
User80106,53
User80107,44
User80108,47
User80109,56
User80110,85
User80111,49
User80112,29
User80113,63
User80114,46
User80115,89
User80116,19
User80117,65
User80118,13
User80119,94
User80120,27
User80121,40
User80122,28
User80123,45
User80124,41
User80125,32
User80126,20
User80127,74
User80128,71
User80129,73
User80130,8
User80131,56
User80132,10
User80133,49
User80134,99
User80135,92
User80136,14
User80137,52
User80138,36
User80139,61
User80140,9
User80141,22
User80142,11
User80143,39
User80144,85
User80145,58
User80146,28
User80147,5
User80148,24
User80149,42
User80150,0
User80151,51
User80152,82
User80153,28
User80154,96
User80155,24
User80156,61
User80157,17
User80158,99
User80159,32
User80160,91
User80161,7
User80162,89
User80163,2
User80164,56
User80165,88
User80166,94
User80167,70
User80168,41
User80169,31
User80170,32
User80171,50
User80172,53
User80173,44
User80174,89
User80175,39
User80176,2
User80177,17
User80178,45
User80179,26
User80180,59
User80181,45
User80182,78
User80183,42
User80184,73
User80185,75
User80186,66
User80187,35
User80188,92
User80189,65
User80190,68
User80191,83
User80192,72
User80193,57
User80194,85
User80195,29
User80196,46
User80197,80
User80198,0
User80199,87
User80200,11
User80201,32
User80202,37
User80203,65
User80204,76
User80205,26
User80206,4
User80207,79
User80208,44
User80209,49
User80210,5
User80211,4
User80212,94
User80213,84
User80214,46
User80215,68
User80216,59
User80217,13
User80218,4
User80219,51
User80220,79
User80221,72
User80222,34
User80223,51
User80224,29
User80225,20
User80226,81
User80227,75
User80228,0
User80229,81
User80230,62
User80231,12
User80232,14
User80233,0
User80234,77
User80235,91
User80236,27
User80237,81
User80238,70
User80239,71
User80240,31
User80241,76
User80242,75
User80243,26
User80244,60
User80245,22
User80246,95
User80247,19
User80248,35
User80249,99
User80250,71
User80251,14
User80252,71
User80253,6
User80254,66
User80255,1
User80256,26
User80257,48
User80258,76
User80259,27
User80260,29
User80261,39
User80262,39
User80263,44
User80264,40
User80265,16
User80266,35
User80267,67
User80268,98
User80269,5
User80270,38
User80271,30
User80272,81
User80273,14
User80274,56
User80275,42
User80276,36
User80277,51
User80278,61
User80279,72
User80280,51
User80281,32
User80282,87
User80283,22
User80284,38
User80285,54
User80286,23
User80287,65
User80288,2
User80289,0
User80290,92
User80291,32
User80292,40
User80293,32
User80294,76
User80295,80
User80296,49
User80297,11
User80298,47
User80299,47
User80300,16
User80301,86
User80302,77
User80303,98
User80304,0
User80305,34
User80306,40
User80307,37
User80308,86
User80309,2
User80310,9
User80311,37
User80312,35
User80313,96
User80314,60
User80315,74
User80316,50
User80317,84
User80318,39
User80319,53
User80320,84
User80321,32
User80322,85
User80323,25
User80324,64
User80325,61
User80326,5
User80327,13
User80328,72
User80329,52
User80330,61
User80331,89
User80332,38
User80333,39
User80334,87
User80335,39
User80336,73
User80337,27
User80338,76
User80339,60
User80340,30
User80341,85
User80342,98
User80343,65
User80344,82
User80345,58
User80346,39
User80347,33
User80348,43
User80349,79
User80350,86
User80351,28
User80352,11
User80353,71
User80354,53
User80355,76
User80356,32
User80357,58
User80358,90
User80359,5
User80360,11
User80361,51
User80362,94
User80363,50
User80364,91
User80365,81
User80366,90
User80367,65
User80368,9
User80369,66
User80370,25
User80371,40
User80372,52
User80373,24
User80374,5
User80375,34
User80376,83
User80377,45
User80378,68
User80379,26
User80380,24
User80381,54
User80382,54
User80383,36
User80384,26
User80385,8
User80386,12
User80387,58
User80388,67
User80389,3
User80390,64
User80391,78
User80392,55
User80393,58
User80394,29
User80395,46
User80396,40
User80397,19
User80398,11
User80399,50
User80400,86
User80401,37
User80402,90
User80403,38
User80404,61
User80405,95
User80406,73
User80407,44
User80408,40
User80409,41
User80410,71
User80411,65
User80412,95
User80413,26
User80414,1
User80415,21
User80416,34
User80417,14
User80418,80
User80419,1
User80420,18
User80421,45
User80422,80
User80423,73
User80424,3
User80425,9
User80426,20
User80427,44
User80428,29
User80429,32
User80430,95
User80431,15
User80432,69
User80433,85
User80434,54
User80435,31
User80436,81
User80437,27
User80438,76
User80439,22
User80440,68
User80441,47
User80442,87
User80443,64
User80444,73
User80445,89
User80446,86
User80447,7
User80448,4
User80449,67
User80450,8
User80451,22
User80452,12
User80453,89
User80454,95
User80455,16
User80456,99
User80457,15
User80458,61
User80459,28
User80460,47
User80461,56
User80462,44
User80463,17
User80464,42
User80465,98
User80466,48
User80467,23
User80468,26
User80469,24
User80470,46
User80471,95
User80472,72
User80473,34
User80474,60
User80475,45
User80476,23
User80477,46
User80478,52
User80479,28
User80480,14
User80481,61
User80482,50
User80483,27
User80484,51
User80485,46
User80486,44
User80487,50
User80488,62
User80489,5
User80490,79
User80491,10
User80492,62
User80493,23
User80494,27
User80495,4
User80496,22
User80497,76
User80498,28
User80499,48
User80500,1
User80501,74
User80502,44
User80503,73
User80504,8
User80505,4
User80506,18
User80507,32
User80508,51
User80509,71
User80510,60
User80511,65
User80512,33
User80513,11
User80514,93
User80515,84
User80516,57
User80517,37
User80518,34
User80519,20
User80520,43
User80521,14
User80522,30
User80523,5
User80524,38
User80525,57
User80526,10
User80527,60
User80528,34
User80529,38
User80530,9
User80531,35
User80532,12
User80533,53
User80534,9
User80535,21
User80536,57
User80537,28
User80538,54
User80539,8
User80540,99
User80541,15
User80542,74
User80543,33
User80544,26
User80545,67
User80546,17
User80547,84
User80548,5
User80549,52
User80550,4
User80551,48
User80552,66
User80553,34
User80554,54
User80555,4
User80556,92
User80557,64
User80558,65
User80559,27
User80560,3
User80561,75
User80562,62
User80563,16
User80564,28
User80565,72
User80566,38
User80567,86
User80568,0
User80569,92
User80570,95
User80571,0
User80572,7
User80573,69
User80574,33
User80575,34
User80576,37
User80577,51
User80578,19
User80579,42
User80580,3
User80581,23
User80582,91
User80583,70
User80584,58
User80585,46
User80586,75
User80587,51
User80588,11
User80589,41
User80590,78
User80591,14
User80592,16
User80593,41
User80594,30
User80595,44
User80596,13
User80597,68
User80598,31
User80599,14
User80600,61
User80601,26
User80602,14
User80603,69
User80604,95
User80605,47
User80606,3
User80607,33
User80608,98
User80609,23
User80610,75
User80611,2
User80612,47
User80613,67
User80614,73
User80615,5
User80616,13
User80617,49
User80618,57
User80619,24
User80620,90
User80621,35
User80622,39
User80623,7
User80624,77
User80625,69
User80626,52
User80627,90
User80628,38
User80629,83
User80630,5
User80631,99
User80632,9
User80633,19
User80634,68
User80635,5
User80636,67
User80637,72
User80638,38
User80639,66
User80640,95
User80641,14
User80642,69
User80643,42
User80644,81
User80645,42
User80646,48
User80647,95
User80648,92
User80649,5
User80650,19
User80651,83
User80652,41
User80653,59
User80654,90
User80655,18
User80656,28
User80657,42
User80658,9
User80659,67
User80660,25
User80661,14
User80662,67
User80663,35
User80664,33
User80665,35
User80666,40
User80667,0
User80668,8
User80669,78
User80670,67
User80671,4
User80672,93
User80673,36
User80674,47
User80675,74
User80676,78
User80677,95
User80678,69
User80679,71
User80680,1
User80681,89
User80682,54
User80683,42
User80684,48
User80685,44
User80686,61
User80687,77
User80688,86
User80689,70
User80690,44
User80691,12
User80692,84
User80693,12
User80694,47
User80695,18
User80696,47
User80697,88
User80698,19
User80699,56
User80700,67
User80701,86
User80702,60
User80703,60
User80704,22
User80705,7
User80706,34
User80707,1
User80708,3
User80709,4
User80710,72
User80711,4
User80712,94
User80713,27
User80714,47
User80715,42
User80716,71
User80717,8
User80718,20
User80719,58
User80720,78
User80721,65
User80722,71
User80723,63
User80724,77
User80725,19
User80726,81
User80727,24
User80728,7
User80729,1
User80730,81
User80731,75
User80732,87
User80733,41
User80734,35
User80735,10
User80736,49
User80737,70
User80738,11
User80739,52
User80740,75
User80741,84
User80742,57
User80743,69
User80744,11
User80745,4
User80746,11
User80747,83
User80748,12
User80749,32
User80750,42
User80751,90
User80752,97
User80753,13
User80754,54
User80755,74
User80756,32
User80757,35
User80758,99
User80759,40
User80760,36
User80761,80
User80762,15
User80763,24
User80764,22
User80765,51
User80766,34
User80767,72
User80768,21
User80769,46
User80770,24
User80771,97
User80772,31
User80773,81
User80774,66
User80775,43
User80776,86
User80777,78
User80778,26
User80779,98
User80780,10
User80781,69
User80782,89
User80783,7
User80784,82
User80785,43
User80786,81
User80787,15
User80788,79
User80789,80
User80790,56
User80791,16
User80792,61
User80793,71
User80794,40
User80795,83
User80796,23
User80797,75
User80798,55
User80799,45
User80800,21
User80801,80
User80802,42
User80803,52
User80804,62
User80805,8
User80806,96
User80807,48
User80808,86
User80809,23
User80810,47
User80811,96
User80812,92
User80813,36
User80814,3
User80815,75
User80816,80
User80817,85
User80818,91
User80819,59
User80820,65
User80821,47
User80822,75
User80823,26
User80824,19
User80825,16
User80826,10
User80827,42
User80828,91
User80829,66
User80830,87
User80831,13
User80832,46
User80833,29
User80834,66
User80835,8
User80836,38
User80837,62
User80838,57
User80839,24
User80840,85
User80841,4
User80842,21
User80843,77
User80844,41
User80845,24
User80846,53
User80847,21
User80848,10
User80849,44
User80850,81
User80851,75
User80852,91
User80853,57
User80854,2
User80855,11
User80856,73
User80857,13
User80858,53
User80859,65
User80860,79
User80861,41
User80862,78
User80863,26
User80864,71
User80865,44
User80866,35
User80867,9
User80868,6
User80869,92
User80870,34
User80871,92
User80872,97
User80873,55
User80874,69
User80875,38
User80876,80
User80877,23
User80878,60
User80879,90
User80880,67
User80881,41
User80882,66
User80883,59
User80884,99
User80885,69
User80886,71
User80887,72
User80888,82
User80889,25
User80890,38
User80891,62
User80892,66
User80893,16
User80894,88
User80895,38
User80896,60
User80897,24
User80898,47
User80899,67
User80900,17
User80901,81
User80902,59
User80903,14
User80904,37
User80905,29
User80906,53
User80907,17
User80908,52
User80909,14
User80910,7
User80911,20
User80912,56
User80913,73
User80914,80
User80915,55
User80916,42
User80917,51
User80918,28
User80919,25
User80920,76
User80921,66
User80922,87
User80923,43
User80924,82
User80925,76
User80926,81
User80927,43
User80928,1
User80929,29
User80930,10
User80931,18
User80932,11
User80933,69
User80934,33
User80935,48
User80936,98
User80937,87
User80938,65
User80939,50
User80940,1
User80941,73
User80942,71
User80943,57
User80944,46
User80945,51
User80946,13
User80947,89
User80948,2
User80949,41
User80950,14
User80951,79
User80952,8
User80953,2
User80954,22
User80955,91
User80956,79
User80957,3
User80958,34
User80959,80
User80960,32
User80961,44
User80962,99
User80963,43
User80964,13
User80965,32
User80966,92
User80967,12
User80968,20
User80969,57
User80970,63
User80971,21
User80972,30
User80973,34
User80974,79
User80975,77
User80976,85
User80977,93
User80978,66
User80979,87
User80980,35
User80981,81
User80982,66
User80983,43
User80984,84
User80985,89
